,street,project,marketSegment,propertyType,enBlock,tenure,annual_appreciation,noOfTransactions,initialYear,leaseCommencement,leaseRemaining
475,WEST COAST ROAD,CLEMENTIWOODS CONDOMINIUM,OCR,Condominium,False,Leasehold,0.004948760894435339,12755,2016,2006.0,89.0
2956,RIVERVALE CRESCENT,RIVERVALE CREST,OCR,Apartment,False,Leasehold,0.004920736383417977,24515,2016,1997.0,80.0
3969,PASIR RIS STREET 72,WHITEWATER,OCR,Executive Condominium,False,Leasehold,0.004911422615214392,20497,2016,2002.0,85.0
1082,JANSEN ROAD,JANSEN 28,OCR,Apartment,False,Freehold,0.004729724351503539,1920,2018,1876.0,857.0
2283,JALAN LOYANG BESAR,LOYANG GARDENS,OCR,Condominium,False,Freehold,0.004670535983833766,2141,2017,1885.0,867.0
3532,LAKESIDE DRIVE,THE LAKEFRONT RESIDENCES,OCR,Condominium,False,Leasehold,0.004612169538177114,25916,2016,2010.0,93.0
2958,MAR THOMA ROAD,RIVIERA 38,RCR,Apartment,False,Freehold,0.0045847867003396174,5722,2017,1882.0,864.0
3878,LORONG KISMIS,VIEW AT KISMIS,RCR,Apartment,False,Leasehold,0.004574646814098021,41414,2019,2019.0,99.0
2664,POH HUAT DRIVE,PARRYVILLE,OCR,Terrace,False,Freehold,0.004529298263430508,1166,2016,1883.0,866.0
1029,THOMSON WALK,HORIZON GREEN,OCR,Strata Terrace,False,Leasehold,0.004488912924414978,4560,2016,1995.0,78.0
2563,ROBEY CRESCENT,ONEROBEY,OCR,Apartment,False,Freehold,0.004371584699453551,476,2018,1875.0,856.0
355,LAKESIDE DRIVE,CASPIAN,OCR,Condominium,False,Leasehold,0.004182136511120729,30061,2016,2008.0,91.0
3572,MILTONIA CLOSE,THE MILTONIA RESIDENCES,OCR,Condominium,False,Leasehold,0.004114118900289954,23020,2016,2010.0,93.0
3046,SELETAR CRESCENT,SELETAR PARK,OCR,Semi-detached,False,Freehold,0.003880627584453274,1678,2017,1879.0,861.0
4001,CHOA CHU KANG NORTH 6,YEW MEI GREEN,OCR,Executive Condominium,False,Leasehold,0.003434688134502048,31271,2016,1997.0,80.0
279,SUNRISE TERRACE,CABANA,OCR,Strata Terrace,False,Leasehold,0.0032459284166679613,7471,2016,2009.0,96.0
496,CORAL ISLAND,CORAL ISLAND,CCR,Detached,False,Leasehold,0.003176617334144725,469,2017,2005.0,87.0
2747,TAMPINES STREET 86,Q BAY RESIDENCES,OCR,Condominium,False,Leasehold,0.0030240551536640375,28072,2016,2012.0,95.0
2946,HOUGANG AVENUE 7,RIVERFRONT RESIDENCES,OCR,Apartment,False,Leasehold,0.0029714776616566996,289208,2018,2018.0,99.0
3554,COMPASSVALE ROAD,THE LUXURIE,OCR,Condominium,False,Leasehold,0.002950478210578087,31167,2016,2011.0,94.0
664,PASIR RIS DRIVE 3,EASTVALE,OCR,Executive Condominium,False,Leasehold,0.0029201540351530665,10499,2016,1996.0,79.0
446,CHUAN CLOSE,CHUAN VILLAS,OCR,Terrace,False,Leasehold,0.0029132857065016786,1858,2016,1996.0,79.0
3159,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,Condominium,False,Leasehold,0.002885358560748533,29329,2016,2006.0,89.0
66,SERANGOON NORTH AVENUE 1,AFFINITY AT SERANGOON,OCR,Apartment,False,Leasehold,0.002874169809459877,224915,2018,2018.0,99.0
928,FERNVALE LINK,H2O RESIDENCES,OCR,Condominium,False,Leasehold,0.0028113428860407604,28085,2016,2010.0,93.0
3872,VICTORIA PARK GROVE,VICTORIA PARK VILLAS,CCR,Semi-detached,False,Leasehold,0.0026287807164223297,25207,2016,2013.0,96.0
3029,PASIR RIS LINK,SEA ESTA,OCR,Condominium,False,Leasehold,0.002578919393750211,23765,2016,2012.0,95.0
3533,JURONG WEST STREET 41,THE LAKESHORE,OCR,Condominium,False,Leasehold,0.0023181457912342194,40151,2016,2002.0,85.0
2639,HOUGANG STREET 32,PARC VERA,OCR,Condominium,False,Leasehold,0.0020166267389319847,21347,2016,2010.0,93.0
2570,OXLEY ROAD,ORCHARD COURT,CCR,Apartment,False,Freehold,0.0019932659932659657,2634,2016,1973.0,950.0
3831,PERUMAL ROAD,UPTOWN @ FARRER,RCR,Apartment,False,Leasehold,0.0019909537344154466,22609,2019,2017.0,97.0
1718,JALAN TARI ZAPIN,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Freehold,0.0018296252927400309,1170,2017,1879.0,861.0
3621,CHOA CHU KANG STREET 64,THE QUINTET,OCR,Executive Condominium,False,Leasehold,0.001818771596976029,22272,2016,2003.0,86.0
2543,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,CCR,Apartment,False,Leasehold,0.0018066196078343302,35516,2019,2018.0,98.0
2750,STIRLING ROAD,QUEENS,RCR,Condominium,False,Leasehold,0.0017552528748680924,29393,2016,1998.0,81.0
2397,HILLVIEW RISE,MIDWOOD,OCR,Condominium,False,Leasehold,0.0016801735451355178,56051,2019,2018.0,98.0
312,CARDIFF GROVE,CARDIFF RESIDENCE,OCR,Condominium,False,Leasehold,0.0016592622959434814,9325,2016,2011.0,94.0
1202,WOODLANDS DRIVE 16,LA CASA,OCR,Executive Condominium,False,Leasehold,0.0015974108460663089,27228,2016,2004.0,87.0
734,JALAN EUNOS,EUHABITAT,OCR,Condominium,False,Leasehold,0.0013685733924782074,43097,2016,2010.0,93.0
2329,MARGARET DRIVE,MARGARET VILLE,RCR,Apartment,False,Leasehold,0.0012435028709980643,73540,2018,2017.0,98.0
1143,SOUTH BUONA VISTA ROAD,KENT RIDGE HILL RESIDENCES,RCR,Strata Terrace,False,Leasehold,0.0010762611528259435,101055,2018,2018.0,99.0
3277,SEMBAWANG DRIVE,SUN PLAZA,OCR,Apartment,False,Leasehold,0.0009178232674231568,2142,2018,1996.0,77.0
3530,FLORA DRIVE,THE JOVELL,OCR,Condominium,False,Leasehold,0.0008115752439139505,63198,2018,2018.0,99.0
2356,RIFLE RANGE ROAD,MAYFAIR MODERN,RCR,Condominium,False,Leasehold,0.0007617295069103648,28302,2019,2018.0,98.0
2405,MIMOSA VALE,MIMOSA VALE,OCR,Terrace,False,Freehold,0.0004497751124437693,468,2017,1878.0,860.0
3828,UNIVERSITY WALK,UNIVERSITY PARK,CCR,Semi-detached,False,Leasehold,0.00036987925385097853,2149,2017,1994.0,76.0
2374,SIMEI STREET 1,MELVILLE PARK,OCR,Condominium,False,Leasehold,0.0002755961347508561,46710,2016,1992.0,75.0
2525,LORONG 1 TOA PAYOH,OLEANDER TOWERS,RCR,Apartment,False,Leasehold,0.0001457905841947695,14307,2016,1995.0,78.0
1205,SENGKANG SQUARE,LA FIESTA,OCR,Condominium,False,Leasehold,5.490824305346845e-05,29972,2016,2012.0,95.0
1044,GOPENG STREET,ICON,CCR,Apartment,False,Leasehold,-9.12492519906969e-05,34982,2016,2002.0,85.0
3442,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,Apartment,False,Leasehold,-0.00011393448696347865,27201,2016,2006.0,89.0
1723,JALAN TENANG,LANDED HOUSING DEVELOPMENT,CCR,Semi-detached,False,Freehold,-0.00031240237425805275,480,2018,1877.0,858.0
3561,JURONG EAST STREET 32,THE MAYFAIR,OCR,Condominium,False,Leasehold,-0.00033063747943654163,22119,2016,1996.0,79.0
2331,MARINA BOULEVARD,MARINA BAY RESIDENCES,CCR,Condominium,False,Leasehold,-0.0005083409377073267,12985,2016,2005.0,88.0
2630,FLORA DRIVE,PARC OLYMPIA,OCR,Condominium,False,Leasehold,-0.0005734379206290073,30933,2016,2012.0,95.0
3454,OCEAN DRIVE,THE COAST AT SENTOSA COVE,CCR,Condominium,False,Leasehold,-0.000850595063867444,10363,2016,2006.0,89.0
2615,CANBERRA WALK,PARC CANBERRA,OCR,Executive Condominium,False,Leasehold,-0.0009331965476642471,97267,2020,2018.0,97.0
3265,UPPER CHANGI ROAD EAST,SUMMER GARDENS,OCR,Strata Terrace,False,Leasehold,-0.0009700997767057532,3846,2016,1995.0,78.0
2783,BUKIT BATOK EAST AVENUE 5,REGENT HEIGHTS,OCR,Condominium,False,Leasehold,-0.0012371958617526679,29463,2016,1995.0,78.0
1226,CORPORATION WALK,LAKESIDE GROVE,OCR,Terrace,False,Leasehold,-0.0017410634622373328,6739,2016,1996.0,79.0
1218,EASTWOOD ROAD,LAGUNA 88,OCR,Condominium,False,Leasehold,-0.001791129224757567,2890,2016,1995.0,78.0
3682,SERANGOON AVENUE 3,THE SUNNYDALE,OCR,Condominium,False,Leasehold,-0.001897839693115275,3132,2016,1997.0,80.0
1972,PARRY AVENUE,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Freehold,-0.0019613622714624323,1666,2017,1886.0,868.0
3930,KIM YAM ROAD,WATERFORD RESIDENCE,CCR,Apartment,False,Freehold,-0.002011136750701848,6231,2016,1841.0,824.0
3047,SELETAR ROAD,SELETAR PARK RESIDENCE,OCR,Condominium,False,Leasehold,-0.0021149945239202087,13444,2016,2011.0,94.0
597,DELTA ROAD,DOMAIN 21,RCR,Condominium,False,Leasehold,-0.002280853824112177,9124,2016,2004.0,87.0
2782,CHOA CHU KANG NORTH 7,REGENT GROVE,OCR,Condominium,False,Leasehold,-0.002409567900601517,26866,2016,1997.0,80.0
667,EASTWOOD ROAD,EASTWOOD CENTRE,OCR,Apartment,False,Leasehold,-0.002428541038137207,2621,2016,1995.0,78.0
2957,UPPER CIRCULAR ROAD,RIVERWALK APARTMENTS,RCR,Apartment,False,Leasehold,-0.0025362154991784933,1908,2018,1980.0,61.0
2943,MAR THOMA ROAD,RIVERBAY,RCR,Apartment,False,Freehold,-0.0026143229345198526,9777,2016,1882.0,865.0
3785,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,Condominium,False,Leasehold,-0.0026565366006809895,46051,2016,2014.0,97.0
661,SIMEI STREET 3,EASTPOINT GREEN,OCR,Condominium,False,Leasehold,-0.0028562525122995306,25168,2016,1996.0,79.0
2363,HOLLAND ROAD,MCMAHON PARK,CCR,Semi-detached,False,Freehold,-0.003467801313485612,1433,2017,1877.0,859.0
2496,CHOA CHU KANG LOOP,NORTHVALE,OCR,Apartment,False,Leasehold,-0.003657300264653695,28325,2016,1995.0,78.0
1151,KEW CRESCENT,KEW GREEN,OCR,Condominium,False,Leasehold,-0.0037535908013751986,7347,2017,1994.0,76.0
402,SIMEI RISE,CHANGI RISE CONDOMINIUM,OCR,Condominium,False,Leasehold,-0.0038298863068673256,30286,2016,2000.0,83.0
1157,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,Condominium,False,Freehold,-0.003958432786900198,74578,2020,1885.0,864.0
3595,ORCHARD BOULEVARD,THE ORCHARD RESIDENCES,CCR,Apartment,False,Leasehold,-0.004128432447588843,5499,2016,2006.0,89.0
3550,NASSIM HILL,THE LOFT,CCR,Condominium,False,Leasehold,-0.004397238951036149,4093,2016,1999.0,82.0
2450,SIMEI STREET 3,MY MANHATTAN,OCR,Condominium,False,Leasehold,-0.004424832272706977,10080,2016,2010.0,93.0
3122,SIMEI STREET 4,SIMEI GREEN CONDOMINIUM,OCR,Executive Condominium,False,Leasehold,-0.004456913356068621,21504,2016,1996.0,79.0
572,TOH TUCK ROAD,DAINTREE RESIDENCE,RCR,Condominium,False,Leasehold,-0.004570265652025225,81467,2018,2017.0,98.0
3272,BOON LAY DRIVE,SUMMERDALE,OCR,Executive Condominium,False,Leasehold,-0.004840037376949703,19506,2016,1997.0,80.0
3754,SIN MING ROAD,THOMSON V ONE,RCR,Apartment,False,Leasehold,-0.005000000000000002,948,2016,2001.0,84.0
3453,MCCALLUM STREET,THE CLIFT,CCR,Apartment,False,Leasehold,-0.005039138706783368,12601,2016,2004.0,87.0
74,ALEXANDRA VIEW,ALEX RESIDENCES,RCR,Apartment,False,Leasehold,-0.0051431676423596565,45917,2016,2013.0,96.0
171,HOW SUN WALK,BARTLEY VILLAS,OCR,Semi-detached,False,Leasehold,-0.005252659574468127,1645,2016,1993.0,76.0
2656,BUKIT BATOK STREET 25,PARKVIEW APARTMENTS,OCR,Apartment,False,Leasehold,-0.005366444508306896,24948,2016,1994.0,77.0
3171,BEACH ROAD,SOUTH BEACH RESIDENCES,CCR,Apartment,False,Leasehold,-0.005580467602170651,22707,2018,2007.0,88.0
79,ENGGOR STREET,ALTEZ,CCR,Apartment,False,Leasehold,-0.0056269176039237135,8571,2016,2008.0,91.0
3931,FABER WALK,WATERFRONT @ FABER,OCR,Apartment,False,Leasehold,-0.0060683881064162925,2619,2018,2013.0,94.0
3260,JALAN ANAK BUKIT,SUITES DE LAUREL,RCR,Apartment,False,Freehold,-0.006088086191231174,5245,2016,1885.0,868.0
2995,RIVER VALLEY ROAD,RV RESIDENCES,CCR,Condominium,False,Freehold,-0.0064642023791502135,21935,2016,1877.0,860.0
2411,JANSEN ROAD,MINT RESIDENCES @ JANSEN,OCR,Apartment,False,Freehold,-0.006698435533177506,1432,2017,1878.0,860.0
3908,TONG WATT ROAD,VIVACE,CCR,Apartment,False,Freehold,-0.006884239291685612,3811,2016,1841.0,824.0
1017,HOLLAND PARK,HOLLANDSWOOD COURT,CCR,Apartment,False,Leasehold,-0.006979166666666685,1912,2016,1975.0,58.0
234,UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,OCR,Condominium,False,Leasehold,-0.0069893914476089935,29241,2016,2011.0,94.0
2634,ROSEWOOD DRIVE,PARC ROSEWOOD,OCR,Condominium,False,Leasehold,-0.007128162017190269,48059,2016,2011.0,94.0
